file_id	md5	size	urls	sample_id
00e7481dfffb4523a4b4ccd97565aa70	1b327d64c5e19d70f392881d4199e193	5740687	https://downloads.hmpdacc.org/dacc/hhs/genome/microbiome/16s/raw/hm16s/v1/SRR167355.tar.bz2,s3://nih-hmp-hhs/HMR16S/SRR167355.sff	faab18e1a137731cffda882560e013e4
